feed_timestamp,iso_time_utc,route_id,trip_id,stop_id,delay_seconds
1767150129,2025-12-31T03:02:09+00:00,130,115545388,17353,
1767150129,2025-12-31T03:02:09+00:00,130,115545431,19629,
1767150129,2025-12-31T03:02:09+00:00,133,115545617,26394,
1767150129,2025-12-31T03:02:09+00:00,133,115545650,23814,
1767150129,2025-12-31T03:02:09+00:00,139,115545851,20368,
1767150129,2025-12-31T03:02:09+00:00,15,115546376,35517,
1767150129,2025-12-31T03:02:09+00:00,15,115546381,12878,
1767150129,2025-12-31T03:02:09+00:00,15,115546382,12878,
1767150129,2025-12-31T03:02:09+00:00,15,115546385,12885,
1767150129,2025-12-31T03:02:09+00:00,15,115546404,12933,
1767150129,2025-12-31T03:02:09+00:00,15,115546423,12878,
1767150129,2025-12-31T03:02:09+00:00,15,115546491,12875,
1767150129,2025-12-31T03:02:09+00:00,15,115546510,35516,
1767150129,2025-12-31T03:02:09+00:00,15,115546515,12875,
1767150129,2025-12-31T03:02:09+00:00,15,115546543,12922,
1767150129,2025-12-31T03:02:09+00:00,15,115546544,12934,
1767150129,2025-12-31T03:02:09+00:00,153,115546822,21506,
1767150129,2025-12-31T03:02:09+00:00,153,115546823,19609,
1767150129,2025-12-31T03:02:09+00:00,153,115546824,18751,
1767150129,2025-12-31T03:02:09+00:00,15L,115547113,35368,
1767150129,2025-12-31T03:02:09+00:00,15L,115547116,35368,
1767150129,2025-12-31T03:02:09+00:00,15L,115547128,33694,
1767150129,2025-12-31T03:02:09+00:00,15L,115547149,13020,
1767150129,2025-12-31T03:02:09+00:00,15L,115547153,17714,
1767150129,2025-12-31T03:02:09+00:00,15L,115547157,35368,
1767150129,2025-12-31T03:02:09+00:00,15L,115547178,12933,
1767150129,2025-12-31T03:02:09+00:00,15L,115547196,17705,
1767150129,2025-12-31T03:02:09+00:00,15L,115547202,33693,
1767150129,2025-12-31T03:02:09+00:00,15L,115547248,12875,
1767150129,2025-12-31T03:02:09+00:00,15L,115547263,12875,
1767150129,2025-12-31T03:02:09+00:00,16,115547641,33963,
1767150129,2025-12-31T03:02:09+00:00,16,115547642,34614,
1767150129,2025-12-31T03:02:09+00:00,16,115547702,12850,
1767150129,2025-12-31T03:02:09+00:00,16,115547703,34265,
1767150129,2025-12-31T03:02:09+00:00,16,115547704,12958,
1767150129,2025-12-31T03:02:09+00:00,169,115547828,23882,
1767150129,2025-12-31T03:02:09+00:00,169,115547835,24519,
1767150129,2025-12-31T03:02:09+00:00,17,115548018,15725,
1767150129,2025-12-31T03:02:09+00:00,17,115548019,34370,
1767150129,2025-12-31T03:02:09+00:00,17,115548126,15713,
1767150129,2025-12-31T03:02:09+00:00,17,115548127,24161,
1767150129,2025-12-31T03:02:09+00:00,19,115548209,34385,
1767150129,2025-12-31T03:02:09+00:00,19,115548225,15848,
1767150129,2025-12-31T03:02:09+00:00,19,115548271,26051,
1767150129,2025-12-31T03:02:09+00:00,24,115549313,22676,
1767150129,2025-12-31T03:02:09+00:00,24,115549314,16853,
1767150129,2025-12-31T03:02:09+00:00,3,115549708,12053,
1767150129,2025-12-31T03:02:09+00:00,3,115549741,12013,
1767150129,2025-12-31T03:02:09+00:00,3,115549742,26257,
1767150129,2025-12-31T03:02:09+00:00,3,115549744,11952,
1767150129,2025-12-31T03:02:09+00:00,4,115551122,11991,
1767150129,2025-12-31T03:02:09+00:00,40,115551383,13050,
1767150129,2025-12-31T03:02:09+00:00,40,115551384,13085,
1767150129,2025-12-31T03:02:09+00:00,40,115551426,34480,
1767150129,2025-12-31T03:02:09+00:00,402L,115551540,24431,
1767150129,2025-12-31T03:02:09+00:00,402L,115551561,24969,
